id,Zone,Items,Status,Payment,Total_Price
10227,Mirpur,1 items,DELIVERED,CASH,126Tk
10228,Mirpur,1 items,DELIVERED,CASH,209Tk
10229,Mohammadpur,2 items,DELIVERED,CASH,410Tk
10230,Dhanmondi,3 items,DELIVERED,CASH,790Tk
10231,Bashundhara,2 items,DELIVERED,CASH,231Tk
10232,Gulshan/Banani,1 items,DELIVERED,CASH,78Tk
10233,Mohammadpur,3 items,DELIVERED,CASH,350Tk
10234,Mirpur,1 items,DELIVERED,CASH,126Tk
10235,Bashundhara,1 items,DELIVERED,CASH,98Tk
10236,Uttara,2 items,DELIVERED,CASH,189Tk
10237,Bashundhara,2 items,DELIVERED,CASH,252Tk
10238,Mohammadpur,2 items,DELIVERED,CASH,336Tk
10239,Gulshan/Banani,1 items,DELIVERED,CASH,91Tk
10240,Mirpur,2 items,DELIVERED,CASH,420Tk
10241,Uttara,2 items,DELIVERED,CASH,191Tk
10242,Gulshan/Banani,1 items,DELIVERED,CASH,189Tk
10243,Dhanmondi,1 items,DELIVERED,CASH,578Tk
10244,Dhanmondi,1 items,DELIVERED,CASH,100Tk
10245,Dhanmondi,1 items,DELIVERED,CASH,119Tk
10246,Gulshan/Banani,1 items,DELIVERED,CASH,1780Tk
10247,Baily Road / Khilgaon,1 items,DELIVERED,CASH,378Tk
10248,Mohammadpur,1 items,DELIVERED,CASH,140Tk
10249,Mohammadpur,1 items,DELIVERED,CASH,134Tk
10250,Dhanmondi,1 items,DELIVERED,CASH,50Tk
10251,Gulshan/Banani,2 items,DELIVERED,CASH,116Tk
10252,Gulshan/Banani,1 items,DELIVERED,CASH,71Tk
10253,Mirpur,1 items,DELIVERED,CASH,1040Tk
10254,Uttara,1 items,DELIVERED,CASH,206Tk
10255,Gulshan/Banani,2 items,DELIVERED,CASH,178Tk
10256,Mirpur,1 items,DELIVERED,CASH,140Tk
10257,Dhanmondi,2 items,DELIVERED,CASH,149Tk
10258,Baily Road / Khilgaon,3 items,DELIVERED,CASH,1390Tk
10259,Wari,1 items,DELIVERED,CASH,214Tk
10260,Mirpur,1 items,DELIVERED,CASH,331Tk
10261,Uttara,1 items,DELIVERED,CASH,380Tk
10262,Mohammadpur,1 items,DELIVERED,CASH,464Tk
10263,Uttara,1 items,DELIVERED,CASH,221Tk
10264,Chattogram,1 items,DELIVERED,CASH,195Tk
10265,Dhanmondi,2 items,DELIVERED,CASH,224Tk
10266,Baily Road / Khilgaon,1 items,DELIVERED,CASH,420Tk
10267,Uttara,1 items,DELIVERED,CASH,64Tk
10268,Bashundhara,1 items,DELIVERED,CASH,143Tk
10269,Gulshan/Banani,1 items,DELIVERED,CASH,299Tk
10270,Dhanmondi,2 items,DELIVERED,CASH,196Tk
10271,Baily Road / Khilgaon,1 items,DELIVERED,CASH,298Tk
10272,Mohammadpur,1 items,DELIVERED,CASH,526Tk
10273,Baily Road / Khilgaon,1 items,DELIVERED,CASH,179Tk
10274,Bashundhara,1 items,DELIVERED,CASH,136Tk
10275,Bashundhara,1 items,DELIVERED,CASH,156Tk
10276,Baily Road / Khilgaon,3 items,DELIVERED,CASH,820Tk
10277,Mirpur,2 items,DELIVERED,CASH,105Tk
10278,Mohammadpur,1 items,DELIVERED,CASH,244Tk
10279,Bashundhara,1 items,DELIVERED,CASH,196Tk
10280,Gulshan/Banani,1 items,DELIVERED,CASH,469Tk
10281,Baily Road / Khilgaon,1 items,DELIVERED,CASH,140Tk
10282,Dhanmondi,4 items,DELIVERED,CASH,518Tk
10283,Uttara,1 items,DELIVERED,CASH,64Tk
10284,Mirpur,1 items,DELIVERED,CASH,126Tk
10285,Baily Road / Khilgaon,1 items,DELIVERED,CASH,688Tk
10286,Baily Road / Khilgaon,4 items,DELIVERED,CASH,876Tk
10287,Dhanmondi,1 items,DELIVERED,CASH,340Tk
10288,Dhanmondi,4 items,DELIVERED,CASH,494Tk
10289,Dhanmondi,2 items,DELIVERED,CASH,364Tk
10290,Mirpur,1 items,DELIVERED,CASH,156Tk
10291,Uttara,1 items,DELIVERED,CASH,84Tk
10292,Mirpur,1 items,DELIVERED,CASH,406Tk
10293,Baily Road / Khilgaon,2 items,DELIVERED,CASH,105Tk
10294,Baily Road / Khilgaon,1 items,DELIVERED,CASH,320Tk
10295,Baily Road / Khilgaon,1 items,DELIVERED,CASH,210Tk
10296,Baily Road / Khilgaon,1 items,DELIVERED,CASH,180Tk
10297,Baily Road / Khilgaon,1 items,DELIVERED,CASH,135Tk
10298,Gulshan/Banani,1 items,DELIVERED,CASH,112Tk
10299,Mirpur,1 items,DELIVERED,CASH,269Tk
10300,Dhanmondi,1 items,DELIVERED,CASH,455Tk
10301,Baily Road / Khilgaon,1 items,DELIVERED,CASH,160Tk
10302,Mohammadpur,1 items,DELIVERED,CASH,104Tk
10303,Mirpur,2 items,DELIVERED,CASH,147Tk
10304,Dhanmondi,2 items,DELIVERED,CASH,190Tk
10305,Mirpur,2 items,DELIVERED,CASH,97Tk
10306,Dhanmondi,1 items,DELIVERED,CASH,405Tk
10307,Baily Road / Khilgaon,1 items,DELIVERED,CASH,700Tk
10308,Gulshan/Banani,1 items,DELIVERED,CASH,58Tk
10309,Gulshan/Banani,2 items,DELIVERED,CASH,1455Tk
10310,Dhanmondi,1 items,DELIVERED,CARD,899Tk
10311,Gulshan/Banani,4 items,DELIVERED,CASH,379Tk
10312,Dhanmondi,1 items,DELIVERED,CASH,519Tk
10313,Baily Road / Khilgaon,3 items,DELIVERED,CASH,1010Tk
10314,Mirpur,1 items,DELIVERED,CASH,213Tk
10315,Mirpur,1 items,DELIVERED,CASH,130Tk
10316,Baily Road / Khilgaon,1 items,DELIVERED,CASH,126Tk
10317,Gulshan/Banani,1 items,DELIVERED,CASH,255Tk
10318,Dhanmondi,1 items,DELIVERED,CASH,238Tk
10319,Mohammadpur,3 items,DELIVERED,CASH,1311Tk
10320,Mirpur,1 items,DELIVERED,CASH,110Tk
10321,Mohammadpur,1 items,DELIVERED,CASH,98Tk
10322,Mohammadpur,3 items,DELIVERED,CASH,106Tk
10323,Mohammadpur,1 items,DELIVERED,CASH,210Tk
10324,Mohammadpur,1 items,DELIVERED,CASH,140Tk
10325,Dhanmondi,1 items,DELIVERED,CASH,230Tk
10326,Mohammadpur,1 items,DELIVERED,CASH,210Tk
10327,Gulshan/Banani,3 items,DELIVERED,CASH,349Tk
10328,Mohammadpur,1 items,DELIVERED,CASH,200Tk
10329,Uttara,2 items,DELIVERED,CASH,210Tk
10330,Bashundhara,1 items,DELIVERED,CASH,82Tk
10331,Bashundhara,1 items,DELIVERED,CASH,210Tk
10332,Mohammadpur,1 items,DELIVERED,CASH,105Tk
10333,Mirpur,1 items,DELIVERED,CASH,78Tk
10334,Gulshan/Banani,1 items,DELIVERED,CASH,637Tk
10335,Bashundhara,2 items,DELIVERED,CASH,100Tk
10336,Uttara,1 items,DELIVERED,CASH,149Tk
10337,Baily Road / Khilgaon,3 items,DELIVERED,CASH,757Tk
10338,Mohammadpur,1 items,DELIVERED,CASH,105Tk
10339,Uttara,1 items,DELIVERED,CASH,218Tk
10340,Baily Road / Khilgaon,2 items,DELIVERED,CASH,260Tk
10341,Mohammadpur,1 items,DELIVERED,CASH,235Tk
10342,Mohammadpur,1 items,DELIVERED,CASH,105Tk
10343,Mohammadpur,2 items,DELIVERED,CASH,322Tk
10344,Bashundhara,1 items,DELIVERED,CASH,190Tk
10345,Mirpur,2 items,DELIVERED,CASH,45Tk
10346,Dhanmondi,1 items,DELIVERED,CASH,74Tk
10347,Gulshan/Banani,1 items,DELIVERED,CASH,225Tk
10348,Mirpur,2 items,DELIVERED,CASH,210Tk
10349,Baily Road / Khilgaon,1 items,DELIVERED,CASH,140Tk
10350,Uttara,1 items,DELIVERED,CASH,117Tk
10351,Dhanmondi,1 items,DELIVERED,CASH,441Tk
10352,Uttara,2 items,DELIVERED,CASH,417Tk
10353,Baily Road / Khilgaon,1 items,DELIVERED,CASH,105Tk
10354,Baily Road / Khilgaon,1 items,DELIVERED,CASH,65Tk
10355,Dhanmondi,1 items,DELIVERED,CASH,175Tk
10356,Baily Road / Khilgaon,2 items,DELIVERED,CASH,210Tk
10357,Mirpur,1 items,DELIVERED,CASH,126Tk
10358,Dhanmondi,3 items,DELIVERED,CASH,270Tk
10359,Dhanmondi,1 items,DELIVERED,CASH,800Tk
10360,Dhanmondi,2 items,DELIVERED,CASH,189Tk
10361,Uttara,1 items,DELIVERED,CASH,195Tk
10362,Mirpur,1 items,DELIVERED,CASH,70Tk
10363,Dhanmondi,1 items,DELIVERED,CASH,390Tk
10364,Dhanmondi,1 items,DELIVERED,CASH,126Tk
10365,Uttara,1 items,DELIVERED,CASH,162Tk
10366,Dhanmondi,3 items,DELIVERED,CASH,497Tk
10367,Mirpur,2 items,DELIVERED,CASH,647Tk
10368,Baily Road / Khilgaon,1 items,DELIVERED,CASH,112Tk
10369,Mohammadpur,1 items,DELIVERED,CASH,420Tk
10370,Dhanmondi,4 items,DELIVERED,CASH,322Tk
10371,Dhanmondi,1 items,DELIVERED,CASH,468Tk
10372,Dhanmondi,1 items,DELIVERED,CASH,560Tk
10373,Gulshan/Banani,1 items,DELIVERED,CARD,1197Tk
10374,Baily Road / Khilgaon,2 items,DELIVERED,CASH,624Tk
10375,Uttara,1 items,DELIVERED,CASH,146Tk
10376,Uttara,2 items,DELIVERED,CASH,182Tk
10377,Bashundhara,1 items,DELIVERED,CASH,195Tk
10378,Baily Road / Khilgaon,1 items,DELIVERED,CASH,637Tk
10379,Dhanmondi,1 items,DELIVERED,CASH,98Tk
10380,Baily Road / Khilgaon,2 items,DELIVERED,CASH,84Tk
10381,Uttara,1 items,DELIVERED,CARD,1960Tk
10382,Baily Road / Khilgaon,1 items,DELIVERED,CASH,245Tk
10383,Baily Road / Khilgaon,2 items,DELIVERED,CASH,454Tk
10384,Chattogram,2 items,DELIVERED,CASH,970Tk
10385,Gulshan/Banani,1 items,DELIVERED,CASH,858Tk
10386,Gulshan/Banani,1 items,DELIVERED,CASH,2394Tk
10387,Baily Road / Khilgaon,2 items,DELIVERED,CASH,135Tk
10388,Gulshan/Banani,1 items,DELIVERED,CASH,126Tk
10389,Baily Road / Khilgaon,1 items,DELIVERED,CASH,52Tk
10390,Uttara,1 items,DELIVERED,CASH,437Tk
10391,Dhanmondi,1 items,DELIVERED,CASH,490Tk
10392,Dhanmondi,1 items,DELIVERED,CASH,422Tk
10393,Uttara,1 items,DELIVERED,CASH,95Tk
10394,Mirpur,1 items,DELIVERED,CASH,279Tk
10395,Mirpur,1 items,DELIVERED,CASH,168Tk
10396,Dhanmondi,2 items,DELIVERED,CASH,715Tk
10397,Baily Road / Khilgaon,2 items,DELIVERED,CASH,266Tk
10398,Baily Road / Khilgaon,1 items,DELIVERED,CASH,129Tk
10399,Dhanmondi,3 items,DELIVERED,CASH,874Tk
10400,Mirpur,1 items,DELIVERED,CASH,275Tk
10401,Mirpur,1 items,DELIVERED,CASH,104Tk
10402,Dhanmondi,1 items,DELIVERED,CASH,182Tk
10403,Wari,1 items,DELIVERED,CASH,182Tk
10404,Gulshan/Banani,2 items,DELIVERED,CASH,110Tk
10405,Dhanmondi,3 items,DELIVERED,CASH,617Tk
10406,Dhanmondi,1 items,DELIVERED,CASH,200Tk
10407,Mirpur,1 items,DELIVERED,CASH,349Tk
10408,Baily Road / Khilgaon,1 items,DELIVERED,CASH,105Tk
10409,Gulshan/Banani,2 items,DELIVERED,CASH,420Tk
10410,Mirpur,1 items,DELIVERED,CASH,292Tk
10411,Bashundhara,1 items,DELIVERED,CASH,299Tk
10412,Mirpur,1 items,DELIVERED,CASH,208Tk
10413,Mirpur,1 items,DELIVERED,CASH,112Tk
10414,Gulshan/Banani,1 items,DELIVERED,CASH,227Tk
10415,Mirpur,5 items,DELIVERED,CASH,270Tk
10416,Uttara,1 items,DELIVERED,CARD,3278Tk
10417,Mirpur,2 items,DELIVERED,CASH,500Tk
10418,Dhanmondi,2 items,DELIVERED,CASH,441Tk
10419,Uttara,2 items,DELIVERED,CARD,519Tk
10420,Baily Road / Khilgaon,1 items,DELIVERED,CASH,330Tk
10421,Mohammadpur,1 items,DELIVERED,CASH,267Tk
10422,Mirpur,2 items,DELIVERED,CARD,120Tk
10423,Gulshan/Banani,1 items,DELIVERED,CASH,161Tk
10424,Dhanmondi,1 items,DELIVERED,CASH,765Tk
10425,Gulshan/Banani,4 items,DELIVERED,CASH,825Tk
10426,Mirpur,2 items,DELIVERED,CASH,168Tk
10427,Dhanmondi,2 items,DELIVERED,CASH,623Tk
10428,Uttara,2 items,DELIVERED,CARD,238Tk
10429,Baily Road / Khilgaon,1 items,DELIVERED,CASH,448Tk
10430,Gulshan/Banani,3 items,DELIVERED,CASH,1012Tk
10431,Baily Road / Khilgaon,1 items,DELIVERED,CASH,574Tk
10432,Baily Road / Khilgaon,3 items,DELIVERED,CASH,863Tk
10433,Bashundhara,2 items,DELIVERED,CASH,224Tk
10434,Gulshan/Banani,1 items,DELIVERED,CASH,897Tk
10435,Baily Road / Khilgaon,2 items,DELIVERED,CASH,77Tk
10436,Gulshan/Banani,1 items,DELIVERED,CASH,897Tk
10437,Gulshan/Banani,1 items,DELIVERED,CASH,897Tk
10438,Gulshan/Banani,1 items,DELIVERED,CASH,897Tk
10439,Dhanmondi,3 items,DELIVERED,CASH,312Tk
10440,Gulshan/Banani,1 items,DELIVERED,CASH,897Tk
10441,Gulshan/Banani,1 items,DELIVERED,CASH,897Tk
10442,Baily Road / Khilgaon,3 items,DELIVERED,CASH,108Tk
10443,Baily Road / Khilgaon,1 items,DELIVERED,CASH,91Tk
10444,Wari,1 items,DELIVERED,CASH,300Tk
10445,Mohammadpur,1 items,DELIVERED,CASH,289Tk
10446,Uttara,4 items,DELIVERED,CASH,423Tk
10447,Mirpur,2 items,DELIVERED,CASH,357Tk
10448,Dhanmondi,4 items,DELIVERED,CASH,1187Tk
10449,Mohammadpur,1 items,DELIVERED,CASH,91Tk
10450,Mirpur,2 items,DELIVERED,CASH,374Tk
10451,Dhanmondi,2 items,DELIVERED,CASH,177Tk
10452,Gulshan/Banani,1 items,DELIVERED,CASH,299Tk
10453,Dhanmondi,1 items,DELIVERED,CASH,250Tk
10454,Mirpur,1 items,DELIVERED,CASH,245Tk
10455,Dhanmondi,1 items,DELIVERED,CASH,747Tk
10456,Mohammadpur,2 items,DELIVERED,CASH,175Tk
10457,Bashundhara,5 items,DELIVERED,CASH,444Tk
10458,Gulshan/Banani,1 items,DELIVERED,CASH,112Tk
10459,Mohammadpur,1 items,DELIVERED,CASH,70Tk
10460,Mohammadpur,2 items,DELIVERED,CASH,161Tk
10461,Baily Road / Khilgaon,1 items,DELIVERED,CASH,417Tk
10462,Uttara,1 items,DELIVERED,CASH,540Tk
10463,Mirpur,1 items,DELIVERED,CASH,504Tk
10464,Baily Road / Khilgaon,1 items,DELIVERED,CASH,56Tk
10465,Dhanmondi,3 items,DELIVERED,CASH,96Tk
10466,Mirpur,1 items,DELIVERED,CASH,288Tk
10467,Dhanmondi,2 items,DELIVERED,CASH,448Tk
10468,Baily Road / Khilgaon,1 items,DELIVERED,CASH,210Tk
10469,Dhanmondi,3 items,DELIVERED,CASH,553Tk
10470,Chattogram,1 items,DELIVERED,CASH,290Tk
10471,Uttara,2 items,DELIVERED,CASH,56Tk
10472,Mirpur,4 items,DELIVERED,CASH,35Tk
10473,Mohammadpur,1 items,DELIVERED,CASH,170Tk
10474,Dhanmondi,1 items,DELIVERED,CASH,462Tk
10475,Dhanmondi,1 items,DELIVERED,CASH,585Tk
10476,Mohammadpur,2 items,DELIVERED,CASH,350Tk
10477,Dhanmondi,2 items,DELIVERED,CASH,420Tk
10478,Mirpur,1 items,DELIVERED,CASH,175Tk
10479,Bashundhara,1 items,DELIVERED,CASH,140Tk
10480,Bashundhara,1 items,DELIVERED,CASH,503Tk
10481,Mirpur,2 items,DELIVERED,CASH,442Tk
10482,Mirpur,1 items,DELIVERED,CASH,150Tk
10483,Mohammadpur,1 items,DELIVERED,CARD,100Tk
10484,Mirpur,2 items,DELIVERED,CASH,81Tk
10485,Gulshan/Banani,2 items,DELIVERED,CASH,536Tk
10486,Gulshan/Banani,2 items,DELIVERED,CASH,536Tk
10487,Baily Road / Khilgaon,1 items,DELIVERED,CASH,140Tk
10488,Baily Road / Khilgaon,1 items,DELIVERED,CASH,196Tk
10489,Baily Road / Khilgaon,1 items,DELIVERED,CASH,84Tk
10490,Dhanmondi,1 items,DELIVERED,CASH,98Tk
10491,Gulshan/Banani,1 items,DELIVERED,CASH,479Tk
10492,Mirpur,1 items,DELIVERED,CASH,244Tk
10493,Bashundhara,3 items,DELIVERED,CASH,552Tk
10494,Mirpur,2 items,DELIVERED,CASH,91Tk
10495,Dhanmondi,3 items,DELIVERED,CASH,770Tk
10496,Gulshan/Banani,1 items,DELIVERED,CARD,210Tk
10497,Chattogram,1 items,DELIVERED,CASH,76Tk
10498,Baily Road / Khilgaon,1 items,DELIVERED,CASH,104Tk
10499,Dhanmondi,3 items,DELIVERED,CASH,721Tk
10500,Bashundhara,1 items,DELIVERED,CASH,98Tk
10501,Baily Road / Khilgaon,1 items,DELIVERED,CASH,402Tk
10502,Gulshan/Banani,1 items,DELIVERED,CASH,416Tk
10503,Baily Road / Khilgaon,1 items,DELIVERED,CASH,306Tk
10504,Uttara,1 items,DELIVERED,CASH,1311Tk
10505,Dhanmondi,1 items,DELIVERED,CASH,648Tk
10506,Bashundhara,1 items,DELIVERED,CASH,105Tk
10507,Mohammadpur,1 items,DELIVERED,CASH,112Tk
10508,Dhanmondi,3 items,DELIVERED,CASH,598Tk
10509,Dhanmondi,2 items,DELIVERED,CASH,308Tk
10510,Mohammadpur,1 items,DELIVERED,CASH,151Tk
10511,Gulshan/Banani,2 items,DELIVERED,CASH,320Tk
10512,Mirpur,4 items,DELIVERED,CASH,308Tk
10513,Bashundhara,2 items,DELIVERED,CASH,273Tk
10514,Uttara,2 items,DELIVERED,CASH,850Tk
10515,Baily Road / Khilgaon,1 items,DELIVERED,CASH,139Tk
10516,Mirpur,1 items,DELIVERED,CASH,315Tk
10517,Baily Road / Khilgaon,1 items,DELIVERED,CASH,192Tk
10518,Baily Road / Khilgaon,1 items,DELIVERED,CASH,425Tk
10519,Mohammadpur,1 items,DELIVERED,CASH,122Tk
10520,Mirpur,1 items,DELIVERED,CASH,84Tk
10521,Wari,1 items,DELIVERED,CASH,227Tk
10522,Dhanmondi,1 items,DELIVERED,CASH,408Tk
10523,Dhanmondi,2 items,DELIVERED,CASH,500Tk
10524,Mirpur,2 items,DELIVERED,CASH,170Tk
10525,Bashundhara,2 items,DELIVERED,CASH,231Tk
10526,Mirpur,3 items,DELIVERED,CASH,35Tk
10527,Mohammadpur,1 items,DELIVERED,CASH,130Tk
10528,Dhanmondi,3 items,DELIVERED,CASH,232Tk
10529,Gulshan/Banani,1 items,DELIVERED,CASH,200Tk
10530,Dhanmondi,1 items,DELIVERED,CASH,520Tk
10531,Gulshan/Banani,4 items,DELIVERED,CASH,383Tk
10532,Chattogram,1 items,DELIVERED,CASH,32Tk
10533,Mohammadpur,1 items,DELIVERED,CASH,104Tk
10534,Uttara,1 items,DELIVERED,CASH,350Tk
10535,Dhanmondi,1 items,DELIVERED,CASH,836Tk
10536,Dhanmondi,2 items,DELIVERED,CARD,335Tk
10537,Mirpur,2 items,DELIVERED,CASH,266Tk
10538,Baily Road / Khilgaon,1 items,DELIVERED,CASH,139Tk
10539,Gulshan/Banani,1 items,DELIVERED,CASH,130Tk
10540,Bashundhara,1 items,DELIVERED,CASH,105Tk
10541,Dhanmondi,1 items,DELIVERED,CASH,860Tk
10542,Mohammadpur,1 items,DELIVERED,CASH,136Tk
10543,Mirpur,1 items,DELIVERED,CASH,221Tk
10544,Mirpur,4 items,DELIVERED,CASH,637Tk
10545,Uttara,1 items,DELIVERED,CASH,64Tk
10546,Mirpur,1 items,DELIVERED,CASH,174Tk
10547,Uttara,1 items,DELIVERED,CASH,980Tk
10548,Bashundhara,1 items,DELIVERED,CASH,196Tk
10549,Bashundhara,1 items,DELIVERED,CASH,650Tk
10550,Mirpur,1 items,DELIVERED,CASH,420Tk
10551,Dhanmondi,3 items,DELIVERED,CASH,349Tk
10552,Uttara,4 items,DELIVERED,CASH,784Tk
10553,Mohammadpur,2 items,DELIVERED,CASH,434Tk
10554,Gulshan/Banani,1 items,DELIVERED,CASH,58Tk
10555,Mohammadpur,2 items,DELIVERED,CASH,195Tk
10556,Mirpur,3 items,DELIVERED,CASH,266Tk
10557,Mirpur,6 items,DELIVERED,CASH,255Tk
10558,Mirpur,2 items,DELIVERED,CASH,210Tk
10559,Baily Road / Khilgaon,1 items,DELIVERED,CASH,1431Tk
10560,Mirpur,1 items,DELIVERED,CASH,322Tk
10561,Dhanmondi,1 items,DELIVERED,CASH,454Tk
10562,Uttara,1 items,DELIVERED,CASH,170Tk
10563,Baily Road / Khilgaon,1 items,DELIVERED,CASH,1669Tk
10564,Baily Road / Khilgaon,1 items,DELIVERED,CASH,320Tk
10565,Baily Road / Khilgaon,1 items,DELIVERED,CASH,1669Tk
10566,Gulshan/Banani,1 items,DELIVERED,CASH,175Tk
10567,Baily Road / Khilgaon,1 items,DELIVERED,CASH,1669Tk
10568,Gulshan/Banani,2 items,DELIVERED,CASH,390Tk
10569,Dhanmondi,4 items,DELIVERED,CASH,803Tk
10570,Mohammadpur,1 items,DELIVERED,CASH,409Tk
10571,Gulshan/Banani,1 items,DELIVERED,CASH,119Tk
10572,Dhanmondi,2 items,DELIVERED,CASH,713Tk
10573,Dhanmondi,6 items,DELIVERED,CASH,212Tk
10574,Dhanmondi,2 items,DELIVERED,CASH,149Tk
10575,Baily Road / Khilgaon,1 items,DELIVERED,CASH,1195Tk
10576,Mohammadpur,2 items,DELIVERED,CASH,182Tk
10577,Uttara,3 items,DELIVERED,CASH,309Tk
10578,Bashundhara,1 items,DELIVERED,CASH,112Tk
10579,Gulshan/Banani,2 items,DELIVERED,CARD,1392Tk
10580,Mirpur,2 items,DELIVERED,CASH,377Tk
10581,Gulshan/Banani,1 items,DELIVERED,CASH,292Tk
10582,Baily Road / Khilgaon,1 items,DELIVERED,CASH,198Tk
10583,Baily Road / Khilgaon,1 items,DELIVERED,CASH,1135Tk
10584,Dhanmondi,2 items,DELIVERED,CASH,741Tk
10585,Mohammadpur,1 items,DELIVERED,CASH,224Tk
10586,Bashundhara,1 items,DELIVERED,CASH,100Tk
10587,Mirpur,1 items,DELIVERED,CASH,182Tk
10588,Gulshan/Banani,4 items,DELIVERED,CASH,540Tk
10589,Mirpur,4 items,DELIVERED,CASH,105Tk
10590,Mohammadpur,1 items,DELIVERED,CARD,1300Tk
10591,Dhanmondi,2 items,DELIVERED,CASH,490Tk
10592,Gulshan/Banani,1 items,DELIVERED,CASH,52Tk
10593,Baily Road / Khilgaon,3 items,DELIVERED,CASH,700Tk
10594,Wari,1 items,DELIVERED,CASH,175Tk
10595,Mirpur,1 items,DELIVERED,CASH,434Tk
10596,Mohammadpur,1 items,DELIVERED,CASH,71Tk
10597,Dhanmondi,2 items,DELIVERED,CASH,190Tk
10598,Bashundhara,1 items,DELIVERED,CASH,133Tk
10599,Dhanmondi,1 items,DELIVERED,CASH,1040Tk
10600,Mirpur,1 items,DELIVERED,CASH,336Tk
10601,Dhanmondi,2 items,DELIVERED,CASH,621Tk
10602,Mirpur,2 items,DELIVERED,CASH,389Tk
10603,Dhanmondi,1 items,DELIVERED,CASH,126Tk
10604,Mohammadpur,1 items,DELIVERED,CASH,224Tk
10605,Mirpur,2 items,DELIVERED,CASH,273Tk
10606,Chattogram,1 items,DELIVERED,CASH,65Tk
10607,Dhanmondi,1 items,DELIVERED,CASH,532Tk
10608,Dhanmondi,3 items,DELIVERED,CASH,461Tk
10609,Gulshan/Banani,4 items,DELIVERED,CASH,877Tk
10610,Mirpur,3 items,DELIVERED,CASH,749Tk
10611,Mirpur,1 items,DELIVERED,CASH,119Tk
10612,Mohammadpur,1 items,DELIVERED,CASH,259Tk
10613,Uttara,1 items,DELIVERED,CASH,186Tk
10614,Gulshan/Banani,2 items,DELIVERED,CASH,643Tk
10615,Gulshan/Banani,1 items,DELIVERED,CASH,112Tk
10616,Uttara,3 items,DELIVERED,CASH,313Tk
10617,Dhanmondi,4 items,DELIVERED,CASH,1360Tk
10618,Dhanmondi,2 items,DELIVERED,CASH,203Tk
10619,Mirpur,6 items,DELIVERED,CASH,178Tk
10620,Gulshan/Banani,1 items,DELIVERED,CASH,210Tk
10621,Mirpur,2 items,DELIVERED,CASH,77Tk
10622,Baily Road / Khilgaon,1 items,DELIVERED,CASH,189Tk
10623,Mirpur,2 items,DELIVERED,CASH,259Tk
10624,Bashundhara,1 items,DELIVERED,CASH,49Tk
10625,Mohammadpur,2 items,DELIVERED,CASH,196Tk
10626,Mohammadpur,2 items,DELIVERED,CASH,420Tk
10627,Gulshan/Banani,1 items,DELIVERED,CASH,153Tk
10628,Dhanmondi,1 items,DELIVERED,CASH,82Tk
10629,Dhanmondi,1 items,DELIVERED,CASH,349Tk
10630,Mirpur,3 items,DELIVERED,CASH,189Tk
10631,Gulshan/Banani,1 items,DELIVERED,CASH,117Tk
10632,Dhanmondi,1 items,DELIVERED,CASH,42Tk
10633,Baily Road / Khilgaon,2 items,DELIVERED,CASH,742Tk
10634,Uttara,5 items,DELIVERED,CASH,449Tk
10635,Dhanmondi,2 items,DELIVERED,CASH,980Tk
10636,Dhanmondi,2 items,DELIVERED,CASH,937Tk
10637,Mohammadpur,2 items,DELIVERED,CASH,735Tk
10638,Baily Road / Khilgaon,1 items,DELIVERED,CASH,56Tk
10639,Gulshan/Banani,3 items,DELIVERED,CASH,322Tk
10640,Dhanmondi,1 items,DELIVERED,CASH,294Tk
10641,Baily Road / Khilgaon,1 items,DELIVERED,CASH,280Tk
10642,Dhanmondi,1 items,DELIVERED,CASH,126Tk
10643,Bashundhara,2 items,DELIVERED,CASH,201Tk
10644,Mirpur,2 items,DELIVERED,CASH,851Tk
10645,Mohammadpur,1 items,DELIVERED,CASH,409Tk
10646,Chattogram,1 items,DELIVERED,CASH,150Tk
10647,Gulshan/Banani,1 items,DELIVERED,CASH,560Tk
10648,Gulshan/Banani,1 items,DELIVERED,CASH,140Tk
10649,Mohammadpur,1 items,DELIVERED,CASH,252Tk
10650,Baily Road / Khilgaon,1 items,DELIVERED,CASH,156Tk
10651,Uttara,1 items,DELIVERED,CASH,181Tk
10652,Gulshan/Banani,6 items,DELIVERED,CASH,844Tk
10653,Gulshan/Banani,1 items,DELIVERED,CASH,105Tk
10654,Dhanmondi,2 items,DELIVERED,CASH,108Tk
10655,Mohammadpur,3 items,DELIVERED,CASH,227Tk
10656,Mirpur,1 items,DELIVERED,CASH,117Tk
10657,Gulshan/Banani,1 items,DELIVERED,CASH,281Tk
10658,Dhanmondi,1 items,DELIVERED,CASH,49Tk
10659,Dhanmondi,3 items,DELIVERED,CASH,553Tk
10660,Dhanmondi,1 items,DELIVERED,CASH,260Tk
10661,Dhanmondi,1 items,DELIVERED,CASH,569Tk
10662,Dhanmondi,2 items,DELIVERED,CASH,858Tk
10663,Baily Road / Khilgaon,1 items,DELIVERED,CASH,315Tk
10664,Mohammadpur,1 items,DELIVERED,CASH,682Tk
10665,Mohammadpur,1 items,DELIVERED,CASH,682Tk
10666,Dhanmondi,4 items,DELIVERED,CASH,540Tk
10667,Uttara,3 items,DELIVERED,CASH,846Tk
10668,Mirpur,2 items,DELIVERED,CASH,377Tk
10669,Dhanmondi,1 items,DELIVERED,CASH,91Tk
10670,Chattogram,2 items,DELIVERED,CASH,39Tk
10671,Dhanmondi,1 items,DELIVERED,CASH,217Tk
